nombre,codigo_barra,categoria,fecha_caducidad,marca,precio,stock
Mariscos_421,00422,Cat2,2026-02-02,Marca2,69.52,138
Tortillas_422,00423,Cat3,2026-03-03,Marca3,13.86,22
Empanadas_423,00424,Cat4,2026-04-04,Marca4,67.47,80
Tamales_424,00425,Cat5,2026-05-05,Marca5,27.27,90
Chorizo_425,00426,Cat6,2026-06-06,Marca6,23.67,121
Jamón_426,00427,Cat7,2026-07-07,Marca7,16.1,8
Salchichas_427,00428,Cat8,2026-08-08,Marca1,41.09,27
Refresco_428,00429,Cat9,2026-09-09,Marca2,70.18,19
Energizante_429,00430,Cat10,2026-10-10,Marca3,28.36,102
AguaMineral_430,00431,Cat11,2026-11-11,Marca4,11.96,108
TéFrío_431,00432,Cat12,2026-12-12,Marca5,83.6,91
Batido_432,00433,Cat13,2026-01-13,Marca6,59.99,112
Licor_433,00434,Cat14,2026-02-14,Marca7,41.43,171
Cerveza_434,00435,Cat15,2026-03-15,Marca1,68.67,63
Vino_435,00436,Cat1,2026-04-16,Marca2,76.45,125
Whisky_436,00437,Cat2,2026-05-17,Marca3,90.74,104
Ron_437,00438,Cat3,2026-06-18,Marca4,21.76,161
Vodka_438,00439,Cat4,2026-07-19,Marca5,47.39,54
Ginebra_439,00440,Cat5,2026-08-20,Marca6,21.35,73
Pan_440,00441,Cat6,2026-09-21,Marca7,88.97,15
Leche_441,00442,Cat7,2026-10-22,Marca1,79.26,187
Arroz_442,00443,Cat8,2026-11-23,Marca2,39.81,28
Frijol_443,00444,Cat9,2026-12-24,Marca3,48.68,124
Azucar_444,00445,Cat10,2026-01-25,Marca4,88.74,2
Cafe_445,00446,Cat11,2026-02-26,Marca5,70.31,13
Te_446,00447,Cat12,2026-03-27,Marca6,94.13,143
Jugo_447,00448,Cat13,2026-04-28,Marca7,5.36,40
Agua_448,00449,Cat14,2026-05-01,Marca1,12.61,57
Galletas_449,00450,Cat15,2026-06-02,Marca2,37.78,159
Chocolate_450,00451,Cat1,2026-07-03,Marca3,27.72,188
Cereal_451,00452,Cat2,2026-08-04,Marca4,91.78,200
Miel_452,00453,Cat3,2026-09-05,Marca5,85.63,63
Huevos_453,00454,Cat4,2026-10-06,Marca6,45.08,174
Queso_454,00455,Cat5,2026-11-07,Marca7,66.53,62
Yogurt_455,00456,Cat6,2026-12-08,Marca1,7.46,172
Mantequilla_456,00457,Cat7,2026-01-09,Marca2,72.93,191
Harina_457,00458,Cat8,2026-02-10,Marca3,90.25,126
Sal_458,00459,Cat9,2026-03-11,Marca4,88.65,38
Aceite_459,00460,Cat10,2026-04-12,Marca5,71.92,65
Soda_460,00461,Cat11,2026-05-13,Marca6,74.68,78
Atun_461,00462,Cat12,2026-06-14,Marca7,67.64,92
Sopa_462,00463,Cat13,2026-07-15,Marca1,18.88,87
Pasta_463,00464,Cat14,2026-08-16,Marca2,17.09,30
Mayonesa_464,00465,Cat15,2026-09-17,Marca3,49.8,100
Ketchup_465,00466,Cat1,2026-10-18,Marca4,20.9,14
Mostaza_466,00467,Cat2,2026-11-19,Marca5,89.75,68
Vinagre_467,00468,Cat3,2026-12-20,Marca6,30.59,187
Avena_468,00469,Cat4,2026-01-21,Marca7,93.13,55
Granola_469,00470,Cat5,2026-02-22,Marca1,64.78,88
Helado_470,00471,Cat6,2026-03-23,Marca2,17.81,130
Pizza_471,00472,Cat7,2026-04-24,Marca3,39.73,45
Hamburguesa_472,00473,Cat8,2026-05-25,Marca4,69.48,15
Pollo_473,00474,Cat9,2026-06-26,Marca5,87.57,103
Carne_474,00475,Cat10,2026-07-27,Marca6,82.57,138
Pescado_475,00476,Cat11,2026-08-28,Marca7,28.13,188
Mariscos_476,00477,Cat12,2026-09-01,Marca1,25.35,18
Tortillas_477,00478,Cat13,2026-10-02,Marca2,15.06,90
Empanadas_478,00479,Cat14,2026-11-03,Marca3,19.03,96
Tamales_479,00480,Cat15,2026-12-04,Marca4,71.34,110
Chorizo_480,00481,Cat1,2026-01-05,Marca5,24.92,134
Jamón_481,00482,Cat2,2026-02-06,Marca6,50.14,198
Salchichas_482,00483,Cat3,2026-03-07,Marca7,13.0,186
Refresco_483,00484,Cat4,2026-04-08,Marca1,85.52,88
Energizante_484,00485,Cat5,2026-05-09,Marca2,39.45,131
AguaMineral_485,00486,Cat6,2026-06-10,Marca3,66.87,45
TéFrío_486,00487,Cat7,2026-07-11,Marca4,84.87,89
Batido_487,00488,Cat8,2026-08-12,Marca5,7.47,131
Licor_488,00489,Cat9,2026-09-13,Marca6,52.83,60
Cerveza_489,00490,Cat10,2026-10-14,Marca7,21.39,67
Vino_490,00491,Cat11,2026-11-15,Marca1,91.42,131
Whisky_491,00492,Cat12,2026-12-16,Marca2,66.78,182
Ron_492,00493,Cat13,2026-01-17,Marca3,74.71,117
Vodka_493,00494,Cat14,2026-02-18,Marca4,57.11,32
Ginebra_494,00495,Cat15,2026-03-19,Marca5,7.76,84
Pan_495,00496,Cat1,2026-04-20,Marca6,4.68,64
Leche_496,00497,Cat2,2026-05-21,Marca7,17.96,135
Arroz_497,00498,Cat3,2026-06-22,Marca1,33.1,136
Frijol_498,00499,Cat4,2026-07-23,Marca2,85.7,40
Azucar_499,00500,Cat5,2026-08-24,Marca3,9.08,43
Cafe_500,00501,Cat6,2026-09-25,Marca4,24.91,178
Te_501,00502,Cat7,2026-10-26,Marca5,75.98,67
Jugo_502,00503,Cat8,2026-11-27,Marca6,22.1,111
Agua_503,00504,Cat9,2026-12-28,Marca7,45.14,104
Galletas_504,00505,Cat10,2026-01-01,Marca1,80.77,18
Chocolate_505,00506,Cat11,2026-02-02,Marca2,17.46,146
Cereal_506,00507,Cat12,2026-03-03,Marca3,87.65,187
Miel_507,00508,Cat13,2026-04-04,Marca4,33.81,155
Huevos_508,00509,Cat14,2026-05-05,Marca5,14.09,127
Queso_509,00510,Cat15,2026-06-06,Marca6,35.35,168
Yogurt_510,00511,Cat1,2026-07-07,Marca7,55.38,82
Mantequilla_511,00512,Cat2,2026-08-08,Marca1,99.44,72
Harina_512,00513,Cat3,2026-09-09,Marca2,54.18,126
Sal_513,00514,Cat4,2026-10-10,Marca3,72.64,60
Aceite_514,00515,Cat5,2026-11-11,Marca4,82.03,169
Soda_515,00516,Cat6,2026-12-12,Marca5,80.41,142
Atun_516,00517,Cat7,2026-01-13,Marca6,29.98,63
Sopa_517,00518,Cat8,2026-02-14,Marca7,62.85,91
Pasta_518,00519,Cat9,2026-03-15,Marca1,90.43,139
Mayonesa_519,00520,Cat10,2026-04-16,Marca2,85.86,138
Ketchup_520,00521,Cat11,2026-05-17,Marca3,48.39,137
Mostaza_521,00522,Cat12,2026-06-18,Marca4,15.44,63
Vinagre_522,00523,Cat13,2026-07-19,Marca5,21.96,151
Avena_523,00524,Cat14,2026-08-20,Marca6,60.87,155
Granola_524,00525,Cat15,2026-09-21,Marca7,10.83,113
Helado_525,00526,Cat1,2026-10-22,Marca1,98.84,189
Pizza_526,00527,Cat2,2026-11-23,Marca2,49.3,73
Hamburguesa_527,00528,Cat3,2026-12-24,Marca3,1.36,169
Pollo_528,00529,Cat4,2026-01-25,Marca4,75.48,66
Carne_529,00530,Cat5,2026-02-26,Marca5,66.84,115
Pescado_530,00531,Cat6,2026-03-27,Marca6,92.62,80
Mariscos_531,00532,Cat7,2026-04-28,Marca7,61.67,115
Tortillas_532,00533,Cat8,2026-05-01,Marca1,93.74,108
Empanadas_533,00534,Cat9,2026-06-02,Marca2,49.66,116
Tamales_534,00535,Cat10,2026-07-03,Marca3,14.43,2
Chorizo_535,00536,Cat11,2026-08-04,Marca4,45.63,143
Jamón_536,00537,Cat12,2026-09-05,Marca5,18.06,128
Salchichas_537,00538,Cat13,2026-10-06,Marca6,26.05,193
Refresco_538,00539,Cat14,2026-11-07,Marca7,20.55,195
Energizante_539,00540,Cat15,2026-12-08,Marca1,55.79,2
AguaMineral_540,00541,Cat1,2026-01-09,Marca2,14.63,167
TéFrío_541,00542,Cat2,2026-02-10,Marca3,59.71,126
Batido_542,00543,Cat3,2026-03-11,Marca4,31.75,71
Licor_543,00544,Cat4,2026-04-12,Marca5,51.71,144
Cerveza_544,00545,Cat5,2026-05-13,Marca6,58.43,54
Vino_545,00546,Cat6,2026-06-14,Marca7,89.96,44
Whisky_546,00547,Cat7,2026-07-15,Marca1,70.34,47
Ron_547,00548,Cat8,2026-08-16,Marca2,85.0,60
Vodka_548,00549,Cat9,2026-09-17,Marca3,66.58,198
Ginebra_549,00550,Cat10,2026-10-18,Marca4,64.9,138
Pan_550,00551,Cat11,2026-11-19,Marca5,97.33,33
Leche_551,00552,Cat12,2026-12-20,Marca6,82.23,175
Arroz_552,00553,Cat13,2026-01-21,Marca7,22.7,184
Frijol_553,00554,Cat14,2026-02-22,Marca1,48.35,132
Azucar_554,00555,Cat15,2026-03-23,Marca2,16.88,84
Cafe_555,00556,Cat1,2026-04-24,Marca3,49.33,113
Te_556,00557,Cat2,2026-05-25,Marca4,21.02,73
Jugo_557,00558,Cat3,2026-06-26,Marca5,86.33,140
Agua_558,00559,Cat4,2026-07-27,Marca6,78.32,196
Galletas_559,00560,Cat5,2026-08-28,Marca7,74.55,167
Chocolate_560,00561,Cat6,2026-09-01,Marca1,36.94,178
Cereal_561,00562,Cat7,2026-10-02,Marca2,56.39,175
Miel_562,00563,Cat8,2026-11-03,Marca3,98.48,89
Huevos_563,00564,Cat9,2026-12-04,Marca4,82.16,51
Queso_564,00565,Cat10,2026-01-05,Marca5,80.19,76
Yogurt_565,00566,Cat11,2026-02-06,Marca6,85.82,72
Mantequilla_566,00567,Cat12,2026-03-07,Marca7,12.78,102
Harina_567,00568,Cat13,2026-04-08,Marca1,31.73,200
Sal_568,00569,Cat14,2026-05-09,Marca2,82.67,34
Aceite_569,00570,Cat15,2026-06-10,Marca3,92.55,168
Soda_570,00571,Cat1,2026-07-11,Marca4,35.49,20
Atun_571,00572,Cat2,2026-08-12,Marca5,66.12,184
Sopa_572,00573,Cat3,2026-09-13,Marca6,12.08,148
Pasta_573,00574,Cat4,2026-10-14,Marca7,95.53,124
Mayonesa_574,00575,Cat5,2026-11-15,Marca1,37.49,81
Ketchup_575,00576,Cat6,2026-12-16,Marca2,65.16,85
Mostaza_576,00577,Cat7,2026-01-17,Marca3,74.12,166
Vinagre_577,00578,Cat8,2026-02-18,Marca4,57.06,181
Avena_578,00579,Cat9,2026-03-19,Marca5,82.12,94
Granola_579,00580,Cat10,2026-04-20,Marca6,52.92,157
Helado_580,00581,Cat11,2026-05-21,Marca7,96.67,185
Pizza_581,00582,Cat12,2026-06-22,Marca1,8.6,40
Hamburguesa_582,00583,Cat13,2026-07-23,Marca2,55.87,108
Pollo_583,00584,Cat14,2026-08-24,Marca3,93.74,170
Carne_584,00585,Cat15,2026-09-25,Marca4,6.43,199
Pescado_585,00586,Cat1,2026-10-26,Marca5,19.98,51
Mariscos_586,00587,Cat2,2026-11-27,Marca6,5.71,62
Tortillas_587,00588,Cat3,2026-12-28,Marca7,16.7,15
Empanadas_588,00589,Cat4,2026-01-01,Marca1,16.68,143
Tamales_589,00590,Cat5,2026-02-02,Marca2,42.78,182
Chorizo_590,00591,Cat6,2026-03-03,Marca3,75.26,15
Jamón_591,00592,Cat7,2026-04-04,Marca4,78.94,50
Salchichas_592,00593,Cat8,2026-05-05,Marca5,17.92,188
Refresco_593,00594,Cat9,2026-06-06,Marca6,67.2,11
Energizante_594,00595,Cat10,2026-07-07,Marca7,65.63,42
AguaMineral_595,00596,Cat11,2026-08-08,Marca1,91.47,157
TéFrío_596,00597,Cat12,2026-09-09,Marca2,24.44,189
Batido_597,00598,Cat13,2026-10-10,Marca3,35.15,88
Licor_598,00599,Cat14,2026-11-11,Marca4,30.01,87
Cerveza_599,00600,Cat15,2026-12-12,Marca5,47.67,80
Vino_600,00601,Cat1,2026-01-13,Marca6,96.51,41
Whisky_601,00602,Cat2,2026-02-14,Marca7,61.21,113
Ron_602,00603,Cat3,2026-03-15,Marca1,37.69,148
Vodka_603,00604,Cat4,2026-04-16,Marca2,31.6,13
Ginebra_604,00605,Cat5,2026-05-17,Marca3,65.91,127
Pan_605,00606,Cat6,2026-06-18,Marca4,25.62,94
Leche_606,00607,Cat7,2026-07-19,Marca5,85.43,104
Arroz_607,00608,Cat8,2026-08-20,Marca6,54.23,68
Frijol_608,00609,Cat9,2026-09-21,Marca7,40.61,9
Azucar_609,00610,Cat10,2026-10-22,Marca1,28.1,18
Cafe_610,00611,Cat11,2026-11-23,Marca2,38.23,60
Te_611,00612,Cat12,2026-12-24,Marca3,10.13,134
Jugo_612,00613,Cat13,2026-01-25,Marca4,52.23,153
Agua_613,00614,Cat14,2026-02-26,Marca5,58.43,102
Galletas_614,00615,Cat15,2026-03-27,Marca6,69.84,90
Chocolate_615,00616,Cat1,2026-04-28,Marca7,67.1,188
Cereal_616,00617,Cat2,2026-05-01,Marca1,1.91,131
Miel_617,00618,Cat3,2026-06-02,Marca2,5.64,97
Huevos_618,00619,Cat4,2026-07-03,Marca3,36.11,102
Queso_619,00620,Cat5,2026-08-04,Marca4,37.15,124
Yogurt_620,00621,Cat6,2026-09-05,Marca5,13.15,122
Mantequilla_621,00622,Cat7,2026-10-06,Marca6,15.2,195
Harina_622,00623,Cat8,2026-11-07,Marca7,69.38,188
Sal_623,00624,Cat9,2026-12-08,Marca1,12.22,99
Aceite_624,00625,Cat10,2026-01-09,Marca2,67.62,10
Soda_625,00626,Cat11,2026-02-10,Marca3,91.26,32
Atun_626,00627,Cat12,2026-03-11,Marca4,75.16,48
Sopa_627,00628,Cat13,2026-04-12,Marca5,81.97,126
Pasta_628,00629,Cat14,2026-05-13,Marca6,38.77,70
Mayonesa_629,00630,Cat15,2026-06-14,Marca7,95.71,170
Ketchup_630,00631,Cat1,2026-07-15,Marca1,61.47,106
Mostaza_631,00632,Cat2,2026-08-16,Marca2,13.28,76
Vinagre_632,00633,Cat3,2026-09-17,Marca3,76.21,69
Avena_633,00634,Cat4,2026-10-18,Marca4,42.03,94
Granola_634,00635,Cat5,2026-11-19,Marca5,12.12,39
Helado_635,00636,Cat6,2026-12-20,Marca6,45.66,37
Pizza_636,00637,Cat7,2026-01-21,Marca7,84.16,56
Hamburguesa_637,00638,Cat8,2026-02-22,Marca1,37.64,101
Pollo_638,00639,Cat9,2026-03-23,Marca2,1.37,187
Carne_639,00640,Cat10,2026-04-24,Marca3,99.6,90
Pescado_640,00641,Cat11,2026-05-25,Marca4,36.7,115
Mariscos_641,00642,Cat12,2026-06-26,Marca5,34.11,47
Tortillas_642,00643,Cat13,2026-07-27,Marca6,6.47,82
Empanadas_643,00644,Cat14,2026-08-28,Marca7,43.34,124
Tamales_644,00645,Cat15,2026-09-01,Marca1,45.47,116
Chorizo_645,00646,Cat1,2026-10-02,Marca2,3.0,77
Jamón_646,00647,Cat2,2026-11-03,Marca3,83.4,5
Salchichas_647,00648,Cat3,2026-12-04,Marca4,88.25,13
Refresco_648,00649,Cat4,2026-01-05,Marca5,61.98,145
Energizante_649,00650,Cat5,2026-02-06,Marca6,57.82,85
AguaMineral_650,00651,Cat6,2026-03-07,Marca7,13.75,48
TéFrío_651,00652,Cat7,2026-04-08,Marca1,68.73,75
Batido_652,00653,Cat8,2026-05-09,Marca2,92.83,37
Licor_653,00654,Cat9,2026-06-10,Marca3,70.93,44
Cerveza_654,00655,Cat10,2026-07-11,Marca4,39.75,45
Vino_655,00656,Cat11,2026-08-12,Marca5,36.5,179
Whisky_656,00657,Cat12,2026-09-13,Marca6,97.73,118
Ron_657,00658,Cat13,2026-10-14,Marca7,62.67,192
Vodka_658,00659,Cat14,2026-11-15,Marca1,50.28,34
Ginebra_659,00660,Cat15,2026-12-16,Marca2,92.32,128
Pan_660,00661,Cat1,2026-01-17,Marca3,36.36,192
Leche_661,00662,Cat2,2026-02-18,Marca4,39.05,105
Arroz_662,00663,Cat3,2026-03-19,Marca5,36.84,192
Frijol_663,00664,Cat4,2026-04-20,Marca6,83.97,113
Azucar_664,00665,Cat5,2026-05-21,Marca7,33.83,76
Cafe_665,00666,Cat6,2026-06-22,Marca1,25.96,157
Te_666,00667,Cat7,2026-07-23,Marca2,1.13,37
Jugo_667,00668,Cat8,2026-08-24,Marca3,17.1,95
Agua_668,00669,Cat9,2026-09-25,Marca4,38.5,87
Galletas_669,00670,Cat10,2026-10-26,Marca5,3.23,22
Chocolate_670,00671,Cat11,2026-11-27,Marca6,94.86,86
Cereal_671,00672,Cat12,2026-12-28,Marca7,84.65,49
Miel_672,00673,Cat13,2026-01-01,Marca1,79.37,104
Huevos_673,00674,Cat14,2026-02-02,Marca2,20.57,74
Queso_674,00675,Cat15,2026-03-03,Marca3,35.73,85
Yogurt_675,00676,Cat1,2026-04-04,Marca4,72.08,126
Mantequilla_676,00677,Cat2,2026-05-05,Marca5,73.95,140
Harina_677,00678,Cat3,2026-06-06,Marca6,50.84,99
Sal_678,00679,Cat4,2026-07-07,Marca7,34.25,10
Aceite_679,00680,Cat5,2026-08-08,Marca1,22.61,95
Soda_680,00681,Cat6,2026-09-09,Marca2,91.59,110
Atun_681,00682,Cat7,2026-10-10,Marca3,69.08,54
Sopa_682,00683,Cat8,2026-11-11,Marca4,69.62,146
Pasta_683,00684,Cat9,2026-12-12,Marca5,36.64,126
Mayonesa_684,00685,Cat10,2026-01-13,Marca6,82.27,61
Ketchup_685,00686,Cat11,2026-02-14,Marca7,76.44,107
Mostaza_686,00687,Cat12,2026-03-15,Marca1,96.44,10
Vinagre_687,00688,Cat13,2026-04-16,Marca2,34.47,10
Avena_688,00689,Cat14,2026-05-17,Marca3,59.79,196
Granola_689,00690,Cat15,2026-06-18,Marca4,69.38,119
Helado_690,00691,Cat1,2026-07-19,Marca5,5.29,166
Pizza_691,00692,Cat2,2026-08-20,Marca6,47.13,138
Hamburguesa_692,00693,Cat3,2026-09-21,Marca7,63.77,166
Pollo_693,00694,Cat4,2026-10-22,Marca1,26.95,163
Carne_694,00695,Cat5,2026-11-23,Marca2,64.41,186
Pescado_695,00696,Cat6,2026-12-24,Marca3,63.17,43
Mariscos_696,00697,Cat7,2026-01-25,Marca4,43.95,26
Tortillas_697,00698,Cat8,2026-02-26,Marca5,16.51,84
Empanadas_698,00699,Cat9,2026-03-27,Marca6,67.0,86
Tamales_699,00700,Cat10,2026-04-28,Marca7,69.48,181
Chorizo_700,00701,Cat11,2026-05-01,Marca1,5.62,162
Jamón_701,00702,Cat12,2026-06-02,Marca2,37.51,155
Salchichas_702,00703,Cat13,2026-07-03,Marca3,30.46,196
Refresco_703,00704,Cat14,2026-08-04,Marca4,13.58,171
Energizante_704,00705,Cat15,2026-09-05,Marca5,59.96,30
AguaMineral_705,00706,Cat1,2026-10-06,Marca6,67.65,113
TéFrío_706,00707,Cat2,2026-11-07,Marca7,33.92,78
Batido_707,00708,Cat3,2026-12-08,Marca1,30.69,147
Licor_708,00709,Cat4,2026-01-09,Marca2,95.8,47
Cerveza_709,00710,Cat5,2026-02-10,Marca3,95.62,69
Vino_710,00711,Cat6,2026-03-11,Marca4,87.28,169
Whisky_711,00712,Cat7,2026-04-12,Marca5,23.02,8
Ron_712,00713,Cat8,2026-05-13,Marca6,88.25,182
Vodka_713,00714,Cat9,2026-06-14,Marca7,21.58,78
Ginebra_714,00715,Cat10,2026-07-15,Marca1,48.81,7
Pan_715,00716,Cat11,2026-08-16,Marca2,1.22,146
Leche_716,00717,Cat12,2026-09-17,Marca3,26.62,12
Arroz_717,00718,Cat13,2026-10-18,Marca4,73.23,70
Frijol_718,00719,Cat14,2026-11-19,Marca5,54.14,191
Azucar_719,00720,Cat15,2026-12-20,Marca6,19.9,48
Cafe_720,00721,Cat1,2026-01-21,Marca7,17.12,142
Te_721,00722,Cat2,2026-02-22,Marca1,33.77,59
Jugo_722,00723,Cat3,2026-03-23,Marca2,77.09,167
Agua_723,00724,Cat4,2026-04-24,Marca3,79.57,4
Galletas_724,00725,Cat5,2026-05-25,Marca4,88.65,74
Chocolate_725,00726,Cat6,2026-06-26,Marca5,83.09,127
Cereal_726,00727,Cat7,2026-07-27,Marca6,1.13,117
Miel_727,00728,Cat8,2026-08-28,Marca7,51.92,117
Huevos_728,00729,Cat9,2026-09-01,Marca1,45.54,56
Queso_729,00730,Cat10,2026-10-02,Marca2,6.92,133
Yogurt_730,00731,Cat11,2026-11-03,Marca3,89.6,151
Mantequilla_731,00732,Cat12,2026-12-04,Marca4,83.87,199
Harina_732,00733,Cat13,2026-01-05,Marca5,59.09,115
Sal_733,00734,Cat14,2026-02-06,Marca6,45.32,153
Aceite_734,00735,Cat15,2026-03-07,Marca7,39.81,158
Soda_735,00736,Cat1,2026-04-08,Marca1,90.54,107
Atun_736,00737,Cat2,2026-05-09,Marca2,98.36,95
Sopa_737,00738,Cat3,2026-06-10,Marca3,88.18,99
Pasta_738,00739,Cat4,2026-07-11,Marca4,22.6,54
Mayonesa_739,00740,Cat5,2026-08-12,Marca5,36.71,26
Ketchup_740,00741,Cat6,2026-09-13,Marca6,44.66,119
Mostaza_741,00742,Cat7,2026-10-14,Marca7,44.4,41
Vinagre_742,00743,Cat8,2026-11-15,Marca1,97.73,62
Avena_743,00744,Cat9,2026-12-16,Marca2,35.97,137
Granola_744,00745,Cat10,2026-01-17,Marca3,63.7,151
Helado_745,00746,Cat11,2026-02-18,Marca4,36.73,24
Pizza_746,00747,Cat12,2026-03-19,Marca5,35.33,78
Hamburguesa_747,00748,Cat13,2026-04-20,Marca6,5.46,162
Pollo_748,00749,Cat14,2026-05-21,Marca7,65.81,176
Carne_749,00750,Cat15,2026-06-22,Marca1,14.11,93
Pescado_750,00751,Cat1,2026-07-23,Marca2,22.18,108
Mariscos_751,00752,Cat2,2026-08-24,Marca3,88.26,145
Tortillas_752,00753,Cat3,2026-09-25,Marca4,15.67,180
Empanadas_753,00754,Cat4,2026-10-26,Marca5,65.08,189
Tamales_754,00755,Cat5,2026-11-27,Marca6,71.0,2
Chorizo_755,00756,Cat6,2026-12-28,Marca7,23.06,153
Jamón_756,00757,Cat7,2026-01-01,Marca1,21.64,89
Salchichas_757,00758,Cat8,2026-02-02,Marca2,49.87,147
Refresco_758,00759,Cat9,2026-03-03,Marca3,2.46,57
Energizante_759,00760,Cat10,2026-04-04,Marca4,31.17,143
AguaMineral_760,00761,Cat11,2026-05-05,Marca5,25.69,14
TéFrío_761,00762,Cat12,2026-06-06,Marca6,29.58,154
Batido_762,00763,Cat13,2026-07-07,Marca7,40.36,30
Licor_763,00764,Cat14,2026-08-08,Marca1,55.58,73
Cerveza_764,00765,Cat15,2026-09-09,Marca2,39.78,86
Vino_765,00766,Cat1,2026-10-10,Marca3,28.45,124
Whisky_766,00767,Cat2,2026-11-11,Marca4,2.06,59
Ron_767,00768,Cat3,2026-12-12,Marca5,9.96,7
Vodka_768,00769,Cat4,2026-01-13,Marca6,67.1,156
Ginebra_769,00770,Cat5,2026-02-14,Marca7,93.28,39
Pan_770,00771,Cat6,2026-03-15,Marca1,37.25,199
Leche_771,00772,Cat7,2026-04-16,Marca2,65.94,64
Arroz_772,00773,Cat8,2026-05-17,Marca3,61.96,40
Frijol_773,00774,Cat9,2026-06-18,Marca4,33.83,35
Azucar_774,00775,Cat10,2026-07-19,Marca5,3.7,100
Cafe_775,00776,Cat11,2026-08-20,Marca6,47.95,164
Te_776,00777,Cat12,2026-09-21,Marca7,59.52,179
Jugo_777,00778,Cat13,2026-10-22,Marca1,77.07,65
Agua_778,00779,Cat14,2026-11-23,Marca2,19.87,68
Galletas_779,00780,Cat15,2026-12-24,Marca3,27.39,133
Chocolate_780,00781,Cat1,2026-01-25,Marca4,49.33,62
Cereal_781,00782,Cat2,2026-02-26,Marca5,28.35,32
Miel_782,00783,Cat3,2026-03-27,Marca6,17.57,106
Huevos_783,00784,Cat4,2026-04-28,Marca7,76.04,183
Queso_784,00785,Cat5,2026-05-01,Marca1,34.43,100
Yogurt_785,00786,Cat6,2026-06-02,Marca2,34.74,126
Mantequilla_786,00787,Cat7,2026-07-03,Marca3,77.74,68
Harina_787,00788,Cat8,2026-08-04,Marca4,79.58,165
Sal_788,00789,Cat9,2026-09-05,Marca5,12.45,138
Aceite_789,00790,Cat10,2026-10-06,Marca6,87.3,41
Soda_790,00791,Cat11,2026-11-07,Marca7,28.72,124
Atun_791,00792,Cat12,2026-12-08,Marca1,11.3,111
Sopa_792,00793,Cat13,2026-01-09,Marca2,84.11,63
Pasta_793,00794,Cat14,2026-02-10,Marca3,34.78,46
Mayonesa_794,00795,Cat15,2026-03-11,Marca4,15.14,107
Ketchup_795,00796,Cat1,2026-04-12,Marca5,32.68,2
Mostaza_796,00797,Cat2,2026-05-13,Marca6,10.73,192
Vinagre_797,00798,Cat3,2026-06-14,Marca7,81.85,29
Avena_798,00799,Cat4,2026-07-15,Marca1,4.61,24
Granola_799,00800,Cat5,2026-08-16,Marca2,37.94,69
Helado_800,00801,Cat6,2026-09-17,Marca3,81.5,13
Pizza_801,00802,Cat7,2026-10-18,Marca4,86.77,164
Hamburguesa_802,00803,Cat8,2026-11-19,Marca5,70.43,63
Pollo_803,00804,Cat9,2026-12-20,Marca6,66.27,123
Carne_804,00805,Cat10,2026-01-21,Marca7,88.97,62
Pescado_805,00806,Cat11,2026-02-22,Marca1,12.21,68
Mariscos_806,00807,Cat12,2026-03-23,Marca2,42.12,45
Tortillas_807,00808,Cat13,2026-04-24,Marca3,85.09,77
Empanadas_808,00809,Cat14,2026-05-25,Marca4,48.9,92
Tamales_809,00810,Cat15,2026-06-26,Marca5,89.73,136
Chorizo_810,00811,Cat1,2026-07-27,Marca6,26.9,139
Jamón_811,00812,Cat2,2026-08-28,Marca7,36.47,165
Salchichas_812,00813,Cat3,2026-09-01,Marca1,34.84,58
Refresco_813,00814,Cat4,2026-10-02,Marca2,45.89,184
Energizante_814,00815,Cat5,2026-11-03,Marca3,70.21,51
AguaMineral_815,00816,Cat6,2026-12-04,Marca4,16.97,57
TéFrío_816,00817,Cat7,2026-01-05,Marca5,58.32,103
Batido_817,00818,Cat8,2026-02-06,Marca6,96.45,41
Licor_818,00819,Cat9,2026-03-07,Marca7,42.4,34
Cerveza_819,00820,Cat10,2026-04-08,Marca1,4.97,148
Vino_820,00821,Cat11,2026-05-09,Marca2,5.55,2
Whisky_821,00822,Cat12,2026-06-10,Marca3,56.38,85
Ron_822,00823,Cat13,2026-07-11,Marca4,94.05,118
Vodka_823,00824,Cat14,2026-08-12,Marca5,75.56,5
Ginebra_824,00825,Cat15,2026-09-13,Marca6,22.13,15
Pan_825,00826,Cat1,2026-10-14,Marca7,72.61,120
Leche_826,00827,Cat2,2026-11-15,Marca1,42.51,12
Arroz_827,00828,Cat3,2026-12-16,Marca2,60.26,187
Frijol_828,00829,Cat4,2026-01-17,Marca3,19.95,123
Azucar_829,00830,Cat5,2026-02-18,Marca4,51.09,9
Cafe_830,00831,Cat6,2026-03-19,Marca5,17.52,165
Te_831,00832,Cat7,2026-04-20,Marca6,98.68,180
Jugo_832,00833,Cat8,2026-05-21,Marca7,62.73,111
Agua_833,00834,Cat9,2026-06-22,Marca1,79.55,30
Galletas_834,00835,Cat10,2026-07-23,Marca2,67.63,21
Chocolate_835,00836,Cat11,2026-08-24,Marca3,67.11,74
Cereal_836,00837,Cat12,2026-09-25,Marca4,49.82,166
Miel_837,00838,Cat13,2026-10-26,Marca5,80.64,89
Huevos_838,00839,Cat14,2026-11-27,Marca6,75.52,88
Queso_839,00840,Cat15,2026-12-28,Marca7,1.52,102
Yogurt_840,00841,Cat1,2026-01-01,Marca1,61.97,44
Mantequilla_841,00842,Cat2,2026-02-02,Marca2,15.87,92
Harina_842,00843,Cat3,2026-03-03,Marca3,33.3,70
